MAIN_ID,OTYPE_S,RA_d,DEC_d,Z_VALUE
HDCE 0083,GTrpl,23.59292,33.65222,0.016908
AGC 113947,RadioS,27.06,29.84722,0.02461
2MASX J02150872+3232586,G,33.78646,32.54964,0.100284
2MASX J01573832+2935352,G,29.40967,29.59319,0.118775
CGCG 502-115,G,23.79458,32.70814,0.017315
UGC 01161,G,24.55788,36.60936,0.017072
SDSS J014800.68+295008.4,G,27.00287,29.83567,0.193125
CGCG 521-054,G,24.0405,35.91942,0.037209
2MASX J02121705+3122500,G,33.07117,31.38067,0.136456
2MASX J01455948+3755217,G,26.49779,37.92278,0.083508
MRK 1175,G,33.45841,31.86723,0.019107
SDSS J015722.97+293330.3,G,29.34573,29.55843,0.165647
CGCG 521-052,G,23.88188,35.66875,0.016862
UGC 01493,G,30.22883,38.21072,0.0138
V Zw 202,GPair,33.46708,31.865,0.017959
2MASX J02135577+3152592,G,33.48242,31.88306,0.237129
2MASX J01351536+3233282,G,23.81408,32.55792,0.045056
V Zw 202 NOTES01,G,33.47634,31.86195,0.019107
AGC 123103,RadioS,32.94042,31.195,0.016074
2MASX J01443836+3008280,G,26.15979,30.14111,0.111408
SDSS J013725.78+313538.0,G,24.35744,31.59391,0.177686
SDSS J013359.54+342439.4,G,23.49812,34.41095,0.247536
SDSS J014436.78+300743.8,G,26.15329,30.12883,0.111654
UGC 01491,G,30.18021,29.65217,0.040651
SDSS J013404.26+344052.6,G,23.51778,34.68128,0.216654
2MASX J02153865+3236518,G,33.91108,32.61428,0.211839
SDSS J015241.65+293140.4,G,28.17354,29.52791,0.228405
2MASX J02112626+3104044,G,32.85942,31.06786,0.142512
SDSS J015925.77+293436.9,G,29.85741,29.57694,0.238417
2MASX J01341003+3314505,G,23.54179,33.24744,0.159891
UGC 01735,G,33.90958,35.52356,0.027102
2MASX J02050090+2958574,G,31.25371,29.98264,0.070814
2MASX J01334973+3346475,G,23.45717,33.77986,0.070948
2MASX J01334998+3423265,G,23.45829,34.39067,0.090621
2MASX J02052096+3000562,G,31.33729,30.01556,0.054774
NGC 0797 NED01,G,30.85229,38.11222,0.018886
NGC 0797,GPair,30.85958,38.11444,0.01886
NGC 0797 NED02,G,30.86643,38.11693,0.01886
2MASX J02135696+3144312,G,33.48721,31.74194,0.163205
2MASX J02152729+3221506,G,33.86375,32.36408,0.120547
SDSS J021556.77+323845.0,G,33.98658,32.64584,0.211893
SDSS J015743.73+292818.5,*,29.43225,29.47182,0.002637
AGC 113940,RadioS,25.36875,30.5225,0.04378
2MASX J01333519+3404475,G,23.39663,34.07969,0.211516
2MASX J02020228+2940071,G,30.50954,29.66869,0.110427
2MASX J02073484+3014493,G,31.89525,30.247,0.109981
2MASX J02134146+3135001,G,33.42283,31.58331,0.120554
2MASX J02150835+3556407,G,33.78474,35.94479,0.036539
SDSS J021548.15+322840.6,G,33.95064,32.47797,0.205753
2MASX J01344451+3231322,G,23.68546,32.52564,0.069196
SDSS J013806.69+311318.3,UvS,24.52836,31.22191,0.0682
2MASX J01333181+3428205,G,23.38267,34.47244,0.174249
CSS J013343.31+344838.2,G,23.43046,34.81061,0.014
2MASX J02134099+3133101,G,33.42083,31.55286,0.120399
SDSS J021334.93+313110.4,G,33.39556,31.51957,0.201577
2MASX J01340553+3255414,G,23.52308,32.92819,0.100676
SDSS J013325.96+334749.4,G,23.3582,33.79708,0.215421
AGC 122971,RadioS,33.02375,31.08528,0.034104
2MASX J02054456+2958003,G,31.43575,29.96675,0.163307
IC 1784,G,34.05329,32.6495,0.016064
SDSS J014702.88+294407.5,G,26.76201,29.73543,0.220378
2MASX J01333519+3446415,G,23.39663,34.77814,0.247719
2MASX J02141029+3140172,G,33.54275,31.67139,0.155728
KUG 0131+323,G,23.58908,32.64044,0.016241
2MASX J02083032+3019331,G,32.12629,30.32589,0.091624
SDSS J015635.96+292254.7,G,29.14986,29.38187,0.18196
2MASX J02024818+2939287,G,30.70079,29.65797,0.059038
SDSS J015319.63+292320.5,G,28.3318,29.38905,0.215768
2MASX J01344612+3222512,G,23.69217,32.38097,0.072321
IC 1785,G,34.08767,32.66652,0.015869
SDSS J020744.43+301149.3,G,31.93512,30.19703,0.088092
VI Zw 138 NOTES01,G,30.39879,29.56225,0.1482
VI Zw 138,GPair,30.39958,29.56222,0.1483
VI Zw 138 NOTES02,G,30.40025,29.56222,0.1482
AGC 122965,RadioS,32.33208,30.44611,0.032746
SDSS J013501.77+321319.0,UvS,23.75756,32.22214,0.24141
2MASX J01403577+3034292,G,25.14892,30.57475,0.177544
SDSS J021502.23+315723.2,G,33.75931,31.95645,0.054884
2MASX J01362562+3137480,G,24.10675,31.63,0.050323
2MASX J01514452+2924467,G,27.93563,29.413,0.138349
PPS2 149,GGroup,34.08905,32.60652,0.015341
VI Zw 023,G,26.47704,38.13511,0.08239
2MASX J01482906+2934372,G,27.12112,29.57706,0.138343
CGCG 502-112,G,23.56362,32.58014,0.040641
SDSS J021517.95+320112.8,G,33.82482,32.02025,0.231466
SDSS J015118.15+292448.7,G,27.82563,29.41353,0.2177
AGC 113934,RadioS,24.1075,31.59472,0.036382
CGCG 521-058,G,24.52742,36.94633,0.017525
2MASX J01573450+2921122,G,29.39371,29.35336,0.093333
AGC 113944,RadioS,26.00083,30.00028,0.045738
AGC 122975,RadioS,33.46833,31.47306,0.023483
KUG 0131+353B,G,23.5705,35.58819,0.015
NSF J013508.82+360104.8,G,23.78675,36.018,0.09
2MASX J01432695+3003594,G,25.86225,30.06653,0.18997
2MASX J01411569+3023322,G,25.31537,30.39236,0.162831
2MASX J01420008+3015549,G,25.50033,30.26531,0.219901
2MASX J01454898+2946115,G,26.454,29.76983,0.194848
AGC 114061,RadioS,28.2025,29.33806,0.026388
NGC 0801,G,30.93679,38.25872,0.019227
NGC 0861,G,33.96308,35.91358,0.027349
HDCE 0116,GTrpl,31.56542,29.91722,0.016211
CGCG 521-050,G,23.7498,36.01909,0.01467
AGC 122974,RadioS,33.42958,31.37028,0.016865
2MASX J02151532+3154386,G,33.81392,31.91078,0.15658
UGC 01644,G,32.27417,30.32,0.030521
2MASX J01422061+3011250,G,25.58588,30.19025,0.196751
SDSS J021216.01+305755.2,G,33.06675,30.96536,0.039722
PPS2 139,GGroup,31.57323,29.91306,0.015944
AGC 122973,RadioS,33.38375,31.30083,0.041829
AGC 122972,RadioS,33.07458,30.96139,0.040158
SDSS J021525.09+315626.1,QSO,33.85456,31.94061,0.105372
SDSS J020714.92+300013.2,G,31.81217,30.00368,0.248436
2MASX J01473086+2933375,G,26.87854,29.56058,0.162092
AGC 113936,RadioS,24.92958,30.60806,0.01435
SDSS J021144.71+304659.7,G,32.9363,30.78326,0.229381
LDCE 0157,GTrpl,34.20125,32.57083,0.015858
UGC 01734,G,33.85875,31.88461,0.023103
2MASX J01323942+3412238,G,23.16433,34.20661,0.081748
2MASX J02142498+3129551,G,33.60404,31.49867,0.16289
AGC 122976,RadioS,33.5575,31.43417,0.017379
2MASX J02150060+3142075,G,33.7525,31.70206,0.20434
2MASX J02074292+3002283,G,31.92888,30.04111,0.233126
2MASX J01561838+2914341,G,29.07667,29.24275,0.094022
SDSS J015103.58+291926.9,G,27.76494,29.32416,0.143188
SDSS J020739.13+300141.9,UvS,31.91375,30.02863,0.133538
AGC 123118,RadioS,30.45875,29.44389,0.056402
SDSS J013440.70+320445.3,G,23.66962,32.07926,0.238156
2MASX J02153670+3155158,G,33.90292,31.92114,0.23092
2MASXi J0158545+291724,IrS,29.72746,29.29004,0.151251
2MASX J01324645+3443138,G,23.1935,34.72047,0.156992
2MASX J01381310+3053094,G,24.5545,30.886,0.177985
2MASX J01494267+2921470,G,27.42788,29.36306,0.136254
2MASX J01345051+3156462,G,23.71063,31.94617,0.168655
UGC 01590,G,31.51679,29.793,0.016561
AGC 121110,G,33.58292,36.67444,0.022349
CGCG 504-032,G,33.41742,31.19183,0.029641
2MASX J01492218+2922068,G,27.3425,29.36861,0.139394
AGC 114067,RadioS,29.56292,29.22778,0.035251
2MASX J01322575+3430203,G,23.10746,34.50561,0.086157
2MASX J02062000+2947301,G,31.5835,29.79164,0.108982
2MASX J01402410+3022162,G,25.10046,30.37125,0.139809
2MASX J01322350+3341504,G,23.09792,33.69725,0.098834
2MASX J02162815+3210304,G,34.11725,32.17511,0.164824
2MASX J01400157+3026122,G,25.0065,30.43675,0.098623
UGC 01221,G,26.15975,38.20278,0.037009
SDSS J013820.24+304718.4,G,24.58437,30.78847,0.162087
SDSS J014921.18+292003.0,G,27.33827,29.33418,0.249038
NGC 0591,G,23.38028,35.66824,0.015167
UGC 01726,G,33.71075,31.47058,0.017599
KUG 0211+363,G,33.73367,36.58378,0.038483
2MASX J02053472+2940180,G,31.39475,29.67172,0.111602
2MASX J02033986+2929038,G,30.91613,29.48444,0.095152
2MASX J02143892+3123424,G,33.66225,31.39506,0.212809
2MASX J01445099+2941194,G,26.21246,29.68869,0.161918
2MASX J01555784+2908371,G,28.99108,29.14378,0.118408
2MASX J01445444+2940164,G,26.22675,29.67131,0.164283
CGCG 502-111,G,23.55838,32.04239,0.044264
2MASX J01445621+2939584,G,26.23442,29.66619,0.166105
2MASX J01320787+3347594,G,23.03279,33.80011,0.133658
2MASX J01321451+3331244,G,23.06033,33.5235,0.080238
2MASX J02120575+3040485,G,33.02404,30.68014,0.14264
CGCG 522-093,G,29.64667,38.71856,0.016878
2MASX J01321992+3319384,G,23.08317,33.32733,0.189116
SDSS J013251.11+324807.6,G,23.21297,32.80213,0.216746
UGC 01750,G,34.09733,31.99947,0.02919
MRK 1157 Clump,G,23.34667,35.69444,0.015
2MFGC 01788,G,34.61942,34.66572,0.033723
SDSS J014448.31+293910.3,QSO,26.2013,29.65286,0.06725
2MASX J02152183+3133346,G,33.84104,31.55969,0.135417
2MASX J01450962+2936304,G,26.29004,29.60836,0.163025
2MASX J01315605+3420179,G,22.98362,34.33817,0.202046
SDSS J020526.18+293502.9,G,31.3591,29.58415,0.22355
2MASX J01320787+3318574,G,23.03283,33.31597,0.19018
VI Zw 031,G,26.83767,29.37872,0.059988
2MASX J01314953+3358550,G,22.95633,33.98192,0.249359
2MASX J02164561+3203585,G,34.19019,32.0668,0.213114
SDSS J014842.83+291650.1,G,27.17846,29.28061,0.248962
2MASX J02071787+2947050,G,31.82454,29.78478,0.094366
2MASX J02162250+3152594,G,34.09367,31.88308,0.055332
2MASX J01365870+3058267,G,24.24454,30.97403,0.119542
NGC 0582,G,22.99188,33.47653,0.014517
KUG 0215+327,G,34.56158,32.96878,0.02877
AGC 122970,RadioS,32.9775,30.54944,0.034184
[M98j] 036,GGroup,31.4218,29.58844,0.015984
2MASX J02141477+3107432,G,33.56158,31.12878,0.195945
2MASX J01511704+2908147,G,27.82112,29.13744,0.095707
LDCE 0156,GTrpl,34.13667,36.17806,0.027105
SDSS J015426.81+290348.8,G,28.61174,29.06357,0.249928
2MASX J02163459+3156384,G,34.14408,31.94392,0.138423
NGC 0587,G,23.13887,35.35858,0.01511
2MASX J01314401+3414520,G,22.93333,34.24769,0.085222
UGC 01778,G,34.71354,33.72436,0.016792
AGC 120092,RadioS,32.95417,30.51444,0.028833
V Zw 207 NOTES02,G,34.08329,36.29114,0.046455
SDSS J013143.89+334807.3,G,22.93289,33.80205,0.216926
MRK 1156,G,23.01813,33.17953,0.034951
NGC 0579,G,22.94372,33.61557,0.016655
CGCG 502-104,G,23.00958,33.20738,0.035044
2MASX J02021159+2915471,G,30.54829,29.263,0.09516
USGC U065,GTrpl,23.01125,33.19139,0.035121
2MASX J01430252+2947036,IrS,25.76058,29.78444,0.123369
2MASX J01320158+3311204,G,23.00651,33.18888,0.034767
2MASX J02084072+2955451,G,32.16963,29.92922,0.099514
2MASX J02093307+3003199,G,32.38792,30.05558,0.108307
SDSS J013759.85+303906.5,G,24.4994,30.65183,0.217859
KUG 0130+320,G,23.305,32.26442,0.041512
2MASX J01313554+3350500,G,22.89821,33.84733,0.06737
SDSS J014228.75+295028.4,G,25.61982,29.84123,0.234375
IC 1792,G,34.75454,34.46239,0.034974
AGC 113942,RadioS,25.615,29.83556,0.04405
2MASX J01521912+2903122,G,28.07971,29.05344,0.15176
SDSS J020020.18+290728.1,G,30.08412,29.1245,0.165594
NGC 0845,G,33.08246,37.47733,0.014774
IC 1789,G,34.46325,32.39603,0.015991
SDSS J014236.30+294632.0,G,25.65127,29.77557,0.235128
CGCG 503-046,G,28.34167,28.99475,0.03422
HDCE 0124,GGroup,33.01083,37.57444,0.01509
UGC 01086,G,22.89475,34.78283,0.013886
2MASX J02110228+3015110,G,32.75962,30.25303,0.121168
2MASX J01584897+2901441,G,29.70413,29.02881,0.125821
CGCG 522-104,G,30.2488,38.78464,0.01888
SDSS J021627.58+314211.5,G,34.11493,31.7032,0.220666
KUG 0214+355A,G,34.45592,35.80681,0.037713
CGCG 523-019,G,34.82174,33.80481,0.028576
2MASX J01314819+3304490,G,22.95083,33.08031,0.160812
PPS2 146,GGroup,33.0307,37.57269,0.014847
2MASX J01323894+3224508,G,23.16238,32.41411,0.070978
AGC 122978,RadioS,33.77333,31.19694,0.035118
AGC 114066,RadioS,29.45125,28.98222,0.035181
2MASX J01313562+3313240,G,22.89842,33.22342,0.073602
UGC 01765,G,34.49904,35.76322,0.037806
2MASX J02091280+2954439,G,32.30342,29.91231,0.116237
2MASX J02191447+3442316,G,34.81038,34.70875,0.034831
USGC U113,GTrpl,34.54458,35.6775,0.037789
CGCG 521-069,G,25.44008,38.13122,0.034821
2MASX J01483961+2908452,G,27.16512,29.14597,0.116004
2MASX J01311020+3354419,G,22.79258,33.91158,0.158721
2MASX J01313347+3309290,G,22.88933,33.15811,0.069868
2MASX J02192403+3433206,G,34.85012,34.55572,0.034987
2MASX J01311744+3329528,G,22.82271,33.498,0.080444
SDSS J015451.17+285543.9,G,28.71321,28.92887,0.244523
2MASX J01572629+2856522,G,29.35946,28.94789,0.058209
AGC 120123,RadioS,33.7975,31.17722,0.044257
2MASX J01472002+2913155,G,26.8335,29.22092,0.116898
AGC 123104,RadioS,34.3525,31.99,0.020271
KUG 0129+320,G,23.14262,32.313,0.070449
FGC 031A,G,32.79391,37.82219,0.025011
2MASX J01324762+3210218,G,23.1985,32.17267,0.216822
LDCE 0148,GGroup,32.875,37.77583,0.014887
UGC 01776,G,34.67866,35.46289,0.03802
SDSS J013123.38+331026.5,G,22.84745,33.17404,0.215757
SDSS J015641.15+285429.8,G,29.17156,28.90895,0.145355
2MASX J02044889+2919194,G,31.20371,29.32214,0.233946
2MASX J02153735+3115398,G,33.90567,31.26114,0.134801
SDSS J013053.39+340612.2,G,22.72248,34.1034,0.240904
SDSS J013306.80+315722.5,G,23.27836,31.95626,0.216998
CGCG 521-039,G,22.71992,34.06106,0.017088
2MASX J01475873+2907330,G,26.99471,29.12583,0.109152
2MASX J02105223+3005450,G,32.71771,30.09581,0.054735
AGC 122979,RadioS,33.80125,31.09167,0.016571
AGC 123116,RadioS,30.12708,28.99389,0.035381
VI Zw 029,G,26.78658,29.17758,0.116704
SDSS J020735.10+293518.0,G,31.89628,29.58834,0.119428
SDSS J020358.33+291248.2,G,30.99307,29.2134,0.229259
2MASX J01310998+3314329,G,22.79167,33.24258,0.073822
2MASX J01304935+3412318,G,22.70558,34.20886,0.066861
2MASX J02192780+3457516,G,34.86604,34.96436,0.034937
SDSS J015200.27+285450.2,G,28.00113,28.91395,0.216625
2MASX J02045745+2917404,G,31.23942,29.2945,0.234904
2MASX J01310001+3326029,G,22.75004,33.43408,0.070344
3C 059 NED01,G,31.75916,29.51284,0.1096
3C 059,G,31.79113,29.52803,0.10972
2MASX J01304835+3354218,G,22.7015,33.90611,0.066913
SDSS J020133.20+290150.6,G,30.38836,29.03074,0.241069
SDSS J015436.64+285120.3,G,28.65272,28.85649,0.094846
2MASX J01360417+3052255,G,24.01754,30.87368,0.123503
2MASX J01451856+2919040,G,26.32746,29.31775,0.191463
MRK 1028,G,34.27313,31.69973,0.021081
SDSS J013100.48+331905.2,G,22.75201,33.31813,0.214435
2MASX J01330763+3152046,G,23.28175,31.86794,0.159289
SDSS J015603.67+285031.6,G,29.01531,28.84213,0.243
2MASX J01540951+2850423,G,28.53971,28.84497,0.138885
2MASX J02183902+3226266,G,34.66254,32.44078,0.100698
AGC 122984,RadioS,34.20167,31.55861,0.044357
2MASX J02103721+2959410,G,32.65521,29.99481,0.120059
2MASX J01304049+3354283,G,22.66875,33.90783,0.068057
AGC 123123,RadioS,32.1875,29.69889,0.022132
2MASX J02161286+3119533,G,34.05346,31.33158,0.16406
AGC 114063,RadioS,28.47667,28.83722,0.037466
2MASX J02103372+2957426,G,32.64058,29.96178,0.10795
2MASX J02073772+2931499,G,31.90721,29.53053,0.110477
2MASX J01304413+3327453,G,22.68396,33.46253,0.114921
2MASX J02144752+3051374,G,33.69792,30.86039,0.029911
AGC 122986,RadioS,34.51917,32.03417,0.020397
CGCG 502-114,G,23.78683,31.03865,0.034961
GALEXASC J015000.81+285454.1,G,27.5042,28.91518,0.012812
CGCG 522-119,G,32.4855,38.17839,0.018423
SDSS J021616.71+311553.6,G,34.06964,31.2649,0.226577
2MASX J02033908+2905388,G,30.91296,29.09422,0.234841
GALEXASC J021753.27+315220.3,G,34.47237,31.87227,0.020684
SDSS J013041.74+331507.5,UvS,22.67309,33.25247,0.237974
GALEXASC J014024.11+295106.5,G,25.10042,29.85139,0.015604
SDSS J013102.30+325223.3,UvS,22.76077,32.87335,0.143063
UGC 01095,G,23.05571,32.10261,0.041492
2MASX J02144208+3045594,G,33.67538,30.76656,0.211536
2MASX J01305677+3256179,G,22.73654,32.93839,0.200935
SDSS J014740.45+290124.1,G,26.91855,29.02338,0.196253
CGCG 504-050,G,34.50146,31.88181,0.020221
SDSS J021523.47+305620.8,G,33.84783,30.93913,0.164191
2MASX J01301768+3422243,G,22.57383,34.3735,0.221009
UGC 01095 NOTES01,G,23.03565,32.10338,0.041892
AGC 114060,RadioS,27.22083,28.93472,0.026345
2MASXi J0130193+343100,IrS,22.58067,34.5168,0.149751
2MASX J01362794+3036090,G,24.11642,30.60256,0.123444
2MASX J01301698+3345573,G,22.57062,33.76603,0.187172
SN 2011kg HOST,G,24.93962,29.92417,0.19
SDSS J020045.15+285224.5,UvS,30.18841,28.87405,0.058225
2MASX J01303325+3313353,G,22.63867,33.22647,0.124848
AGC 113932,RadioS,23.14458,31.86083,0.036222
2MASX J01551444+2844139,G,28.81017,28.73725,0.16052
AGC 122977,RadioS,33.77083,30.81639,0.017619
AGC 114057,RadioS,26.67,29.06056,0.045975
UGC 01721,G,33.64221,37.40794,0.015474
SDSS J020737.75+292536.1,G,31.90733,29.42671,0.231085
SDSS J013051.20+325036.6,G,22.71335,32.84351,0.165248
2MASX J02012884+2853215,G,30.37004,28.88928,0.179069
NGC 0860,G,33.75064,30.7788,0.029484
2MASX J01301120+3339020,G,22.54662,33.65058,0.071844
SDSS J015652.95+284327.6,G,29.22066,28.72435,0.247353
AGC 122981,RadioS,34.01667,31.06139,0.035408
2MASXi J0148488+285330,IrS,27.20338,28.89171,0.16384
2MASX J02151056+3047156,G,33.79396,30.78764,0.053924
SDSS J013245.15+314123.1,UvS,23.18852,31.68979,0.249934
2MASX J01320834+3157444,G,23.03475,31.96228,0.115612
2MASX J02191356+3221056,G,34.8065,32.35164,0.209222
V Zw 204 NOTES01,G,33.76555,30.74969,0.029737
AGC 122983,RadioS,34.045,31.07083,0.027059
SDSS J021534.36+305322.7,*,33.8932,30.88964,0.002204
2MASX J01463626+2901429,G,26.65104,29.02864,0.225453
KUG 0209+375,G,33.22692,37.81606,0.017712
CGCG 502-100,G,22.56327,33.26522,0.036909
2MASX J02031988+2858008,G,30.83296,28.96689,0.237813
2MASX J01434588+2917096,G,25.94125,29.28594,0.182
SDSS J020834.62+292913.1,G,32.14427,29.48699,0.23101
SDSS J014145.44+293123.3,G,25.43934,29.52315,0.18374
2MASX J01384283+3000252,G,24.67854,30.00706,0.181984
2MASX J02045118+2903392,G,31.21304,29.06078,0.232837
UGC 01074,G,22.52007,33.31131,0.018366
2MASX J01321265+3149444,G,23.05275,31.82908,0.168708
2MASX J01301559+3304473,G,22.56492,33.07981,0.114682
2MASX J02153314+3048185,G,33.88808,30.80517,0.204484
2MASX J01464022+2858289,G,26.66769,28.97478,0.036182
2MFGC 01767,G,34.16213,36.98942,0.048517
AGC 122987,RadioS,34.59792,31.78194,0.016548
2MASX J01302309+3253523,G,22.59617,32.89783,0.06718
2MASX J01482182+2850570,G,27.09092,28.84908,0.096438
2MASX J02102342+2942307,G,32.5975,29.70844,0.103467
2MASX J01373401+3011359,G,24.39175,30.19333,0.169994
2MASX J01352617+3041332,G,23.85908,30.69272,0.173653
2MASX J01343835+3054495,G,23.65996,30.91369,0.036
2MASX J02152949+3046116,G,33.87279,30.76986,0.044642
SDSS J021313.66+301305.3,G,33.30693,30.21816,0.229826
MESSIER 033:[TFP88] X-09c,G,23.63125,30.93903,0.03
2MASX J01570176+2838232,G,29.25721,28.63972,0.138739
SDSS J013724.60+301250.7,UvS,24.35278,30.21461,0.170248
SDSS J015909.89+284114.6,UvS,29.79138,28.68773,0.00174
2MASX J01375483+3006240,G,24.4785,30.10669,0.071354
VV 597,GPair,22.41836,33.83102,0.021932
2MASX J02183888+3151206,G,34.662,31.85569,0.1096
SDSS J021108.99+294848.4,G,32.78749,29.81346,0.079515
2MASX J02024327+2851266,G,30.68033,28.85739,0.14529
SDSS J021250.06+300722.7,G,33.20862,30.123,0.121536
2MASX J02153445+3046015,G,33.89354,30.76719,0.044369
UGC 01800,G,35.1221,35.20489,0.037953
2MASX J01312460+3206080,G,22.85242,32.10231,0.167206
2MASX J01401221+2940321,G,25.05092,29.6755,0.108572
SDSS J015820.42+283815.5,G,29.5851,28.63765,0.201808
IC 1752,G,29.31426,28.6135,0.034357
AGC 123127,RadioS,32.79083,29.78139,0.054761
V Zw 222,G,35.21595,34.89616,0.04297
2MASX J01400860+2939511,G,25.03575,29.66428,0.113482
2MASX J01393171+2945507,G,24.88217,29.76422,0.182894
SDSS J013255.07+312342.8,G,23.22948,31.39524,0.230138
AGC 114059,RadioS,27.17917,28.77389,0.026291
2MASX J02081134+2920137,G,32.04729,29.33719,0.044318
FGC 0196,G,27.43471,28.71891,0.026335
SDSS J021657.05+310727.2,*,34.23772,31.12424,0.001724
UGC 01770,G,34.58834,36.52107,0.037069
NGC 0807,G,31.23192,28.98744,0.015891
2MASX J01292581+3401517,G,22.35758,34.03108,0.104656
AGC 114062,RadioS,28.45,28.58694,0.027219
2MASX J02061221+2906091,G,31.55096,29.10261,0.098375
KUG 0158+284,G,30.36058,28.73431,0.017075
CGCG 503-012,G,25.94542,29.16694,0.013389
SDSS J012948.26+330936.7,G,22.45109,33.1602,0.231407
IC 1753,G,29.33046,28.58925,0.033984
2MASX J01292695+3345368,G,22.36221,33.76028,0.075123
UGC 01806,G,35.25196,33.36225,0.014196
2MASX J01311279+3206069,G,22.80325,32.10192,0.120585
LQAC 025+038 001,G,25.10125,38.40222,0.067
2MASX J02203608+3520020,G,35.15021,35.33383,0.030588
2MASX J02043538+2856144,G,31.14738,28.93739,0.119308
SDSS J015636.57+283356.5,G,29.15242,28.56571,0.246084
2MASX J02061541+2905131,G,31.56417,29.08689,0.099049
2MASX J02043819+2855563,G,31.15912,28.93236,0.119517
AGC 113931,RadioS,23.14208,31.45861,0.035981
SDSS J013826.69+295432.6,UvS,24.61125,29.90997,0.23967
2MASX J01433232+2910014,G,25.88467,29.16703,0.136089
AGC 120161,RadioS,34.85542,32.05083,0.017849
SDSS J015707.19+283339.2,G,29.28011,28.56154,0.160976
SDSS J012918.19+335138.7,G,22.32581,33.86075,0.2158
VI Zw 102,G,28.71967,28.54294,0.027239
SDSS J015702.92+283259.7,G,29.2622,28.54992,0.247129
CGCG 504-021,G,32.47758,29.51167,0.016358
2MASX J01295681+3249590,G,22.48679,32.83317,0.086265
SDSS J013122.37+315525.1,RadioS,22.84322,31.92365,0.159763
2MASX J01585408+2834380,G,29.72546,28.57719,0.040966
NGC 0816,G,32.03688,29.25584,0.036955
KUG 0126+334A,G,22.30546,33.66825,0.022032
2MASX J01302835+3223013,G,22.61808,32.38378,0.243703
NGC 0721,G,28.68942,39.38353,0.01867
SDSS J012955.98+324232.5,G,22.48326,32.70904,0.202413
2MASX J02181557+3125175,G,34.56504,31.42156,0.165109
SDSS J014652.78+284807.3,UvS,26.71995,28.80152,0.066486
2MASX J01290169+3357439,G,22.25712,33.96228,0.187587
2MASX J01490655+2839229,G,27.27729,28.65628,0.115921
SDSS J014131.33+292056.4,G,25.38055,29.349,0.16172
2MASX J01295031+3244410,G,22.45954,32.74486,0.046
AGC 122985,RadioS,34.42542,31.20194,0.016215
AGC 123124,RadioS,32.20208,29.29722,0.016772
SDSS J021141.73+294350.2,G,32.9239,29.73063,0.16053
2MASX J01291459+3318237,G,22.31096,33.30656,0.080539
KUG 0126+325,G,22.42401,32.8099,0.016485
2MASX J01473026+2844145,G,26.87617,28.73742,0.118701
CGCG 504-046,GPair,34.245,30.93861,0.0339
UGC 01805,G,35.24621,32.83986,0.017982
UGC 01696,G,33.11787,29.85764,0.019677
MRK 1032,GPair,35.21359,32.71178,0.03349
V Zw 132,G,28.03734,39.38253,0.023229
SDSS J021558.87+303819.5,QSO,33.99531,30.63876,0.034794
UGC 01754,G,34.259,30.9435,0.03388
KUG 0214+368,G,34.32963,37.10664,0.035795
SDSS J012854.10+335343.6,G,22.22543,33.89547,0.23862
GALEX J013036.23+320859.1,G,22.65096,32.14975,0.021
UGC 01795,G,35.07692,35.897,0.014667
2MASX J01285229+3357539,G,22.21792,33.96503,0.187264
2MASX J01303308+3209573,G,22.63762,32.16594,0.136
CGCG 503-022,G,26.74125,28.75614,0.035895
AGC 111473,RadioS,26.53958,28.815,0.012562
NGC 0819,G,32.14321,29.23403,0.021935
NGC 0805,G,31.12321,28.81233,0.015164
PPS2 137,GTrpl,31.14363,28.81746,0.015447
2MASX J01284819+3403369,G,22.20071,34.06019,0.185917
2MASX J01304794+3200068,G,22.69967,32.00192,0.16813
SDSS J012957.81+322915.6,G,22.49091,32.48768,0.203675
UGC 01054,G,22.2011,34.34642,0.008883
2MASX J01412670+2918154,G,25.36121,29.30425,0.171208
NGC 0571,G,22.48325,32.50133,0.015537
AGC 114058,RadioS,27.14833,28.63472,0.012532
SDSS J013056.94+315430.7,UvS,22.73703,31.90845,0.168171
CGCG 521-067,G,25.2788,38.64707,0.035801
GALEX J013020.85+321336.4,G,22.58687,32.22678,0.046
2MASX J01423786+2908446,G,25.65771,29.14567,0.1681
AGC 123216,RadioS,31.17792,28.80583,0.017048
2MASX J01313233+3136190,G,22.88462,31.60542,0.199633
2MASX J01294337+3233100,G,22.43079,32.55281,0.200957
UGC 01233,G,26.422,28.80553,0.026158
NGC 0818,G,32.1855,38.77719,0.014156
SDSS J015738.54+282547.4,G,29.4106,28.42986,0.246616
2MASX J01302096+3207393,G,22.58738,32.12769,0.07528
2MASX J02121376+2943355,G,33.05738,29.72658,0.030795
UGCl 037 NED01,GClstr,34.75709,36.64639,0.016345
UGC 01660,G,32.57692,38.59353,0.024223
CGCG 523-030,GPair,35.5175,33.94639,0.016705
VI Zw 006 NOTES01,G,24.8143,29.57051,0.071986
UGC 01826,G,35.52112,33.94514,0.016948
GALEX J013009.97+321151.3,G,22.54154,32.19758,0.076
2MASX J02095581+2920437,G,32.48254,29.34542,0.033207
2MASX J02143087+3009513,G,33.62862,30.16431,0.107982
KUG 0125+334,G,22.14625,33.72472,0.074722
AGC 122989,RadioS,35.04667,32.015,0.034464
MRK 1162,G,24.69176,29.63705,0.0434
SDSS J021603.65+303057.4,G,34.01524,30.51596,0.158381
