,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type,mos_name,z_pos,x_pos,y_pos
1963,18,394.0878661087866,633.652473541718,237.71277381245383,382,624,231,410,647,246,4063,14.765756607055664,1.6070568464082875,216.42011386362338,23,15,4,11,7,"[386, 635, 238]",76.76912530766164,51.361845592093026,33.49685294876994,"[5.776467418279989, 0.20506705879780168]",real,1353mosC,396,635,238
1964,19,403.8599907278628,315.44645340751043,1263.7292535929532,384,305,1257,422,326,1271,4314,9.433709144592283,2.1130165535895866,293.7130116720603,21,14,30,9,6,"[414, 314, 1263]",75.73965643234524,46.26673014214342,30.84448462998128,"[4.203238753345839, 0.09511786652941599]",real,1353mosC,403,315,1264
1965,20,396.31108312342565,879.4452141057933,1022.9653652392948,386,872,1018,406,888,1029,1588,7.287389278411865,2.225059892157982,154.58579561687384,16,11,11,6,5,"[397, 878, 1023]",76.54031242119109,35.62348242776759,24.49114323653648,"[1.708533170413537, 0.05043496869864869]",real,1353mosC,396,880,1023
1966,21,412.0617090671885,28.56829745596869,634.8808871493802,394,17,625,431,43,650,7665,11.069711685180664,1.9307801286186923,285.98372189121665,26,25,8,10,8,"[402, 27, 633]",74.71067364555125,56.504392605888825,54.331145954893465,"[7.12706949604889, 0.0901619598379319]",real,1353mosC,412,30,637
1967,22,403.33057228915663,488.6189759036145,696.0971385542167,394,481,692,413,497,701,1328,6.2383246421813965,2.6533078666698753,146.85650583603015,16,9,13,6,3,"[407, 487, 695]",75.73965643234524,35.25084017367821,19.828596618968128,"[0.9255856678426208, 0.040335685638554074]",real,1353mosC,403,489,696
1968,23,399.54545454545456,620.5454545454545,239.0,396,620,239,403,622,240,11,0.7149078249931335,inf,54.105028465905846,2,1,4,1,0,"[400, 621, 239]",76.19713812330754,4.432969915107901,2.216484955678451,"[-0.015737282733497136, -0.007040778220848519]",real,1353mosC,399,621,239
1969,24,414.3831865492393,951.9702161729384,721.3261809447557,400,940,712,429,967,732,6245,8.641249656677246,1.551580345847154,224.1494036444671,27,20,6,15,7,"[406, 955, 719]",74.48207678143194,58.49809975400877,43.33192172270194,"[5.5378809902041874, 0.054662396166954244]",real,1353mosC,414,953,722
1970,25,407.9268292682927,804.3170731707318,622.219512195122,401,802,621,415,807,626,123,1.3723244667053225,2.7176470691505155,108.21005693181169,5,5,12,4,3,"[413, 806, 624]",75.28227075886362,10.949362784848974,10.949362784848974,"[-0.12547698455166806, 0.0021117040314567177]",real,1353mosC,408,804,623
1971,26,424.538147566719,703.8028257456829,366.6015698587127,410,695,359,440,714,374,3185,8.232834815979004,2.6770559461771137,231.87869342531081,19,15,20,10,6,"[430, 705, 365]",73.33945213933241,40.5338106370574,32.00037559121952,"[3.3581590221657507, 0.10162726411675202]",real,1353mosC,425,704,366
1972,27,420.5693548387097,150.53548387096774,1265.767741935484,416,143,1261,428,158,1272,620,9.250303268432617,3.683874850733911,92.75147737012428,15,11,5,8,5,"[421, 151, 1266]",73.79643007556645,32.19976984860514,23.613163862986244,"[1.6499974164926028, 0.06737558527315814]",real,1353mosC,422,150,1266
1973,28,426.6944257891202,471.40362659503023,618.9482874412357,416,464,613,437,480,625,1489,4.237973690032959,2.4467678217846176,162.31508539771752,16,12,5,8,6,"[421, 472, 619]",73.1109991202037,34.027407388972584,25.52055473553616,"[0.8339666271627811, 0.026908852860933783]",real,1353mosC,426,472,619
1974,29,419.4285714285714,229.09523809523807,506.0476190476191,418,228,504,422,232,509,21,1.0087069272994995,1.8333333333333333,30.917159123374766,4,5,2,1,1,"[420, 229, 505]",73.91068954111981,8.599899479673477,10.749874376880172,"[-0.021043502225109534, 0.000400550357762527]",real,1353mosC,420,230,506
1975,30,418.0,654.0,918.0,418,654,918,419,655,919,1,1.6626329421997068,,7.7292897808436924,1,1,0,0,0,"[418, 654, 918]",74.02495500021391,2.1532987083744595,2.1532987083744595,"[0.001643278157962255, 0.0016432781579622552]",real,1353mosC,418,654,918
1976,31,441.3984910836763,651.074074074074,915.1255144032922,420,645,910,456,657,921,1458,5.016946315765381,2.0932995350241894,278.25443211037293,12,11,28,4,5,"[448, 649, 915]",71.3983649722204,24.922732601499995,22.84583806983561,"[0.9916452207909064, 0.05154833813387502]",real,1353mosC,438,651,915
1977,32,423.0,228.61538461538458,505.5384615384616,423,227,504,424,231,508,13,0.0915168523788452,2.23960674630709,7.7292897808436924,4,4,0,0,2,"[423, 227, 506]",73.4536876354368,8.546724891866301,8.546724891866301,"[-0.02251595725917694, 0.00012434429876477743]",real,1353mosC,423,229,506
1978,33,425.0,703.5,359.0,425,703,359,426,705,360,2,-1.2031431198120115,inf,7.7292897808436924,2,1,0,0,0,"[425, 703, 359]",73.22522263441225,4.260070876154545,2.1300354362749228,"[-0.003435586151437261, -0.0014059084428829473]",real,1353mosC,425,704,359
1979,34,452.37263014882967,225.65895757426048,509.06163156919655,426,196,484,482,255,534,32386,25.91781806945801,7.351171519407925,432.8402277272467,59,50,43,23,14,"[469, 219, 498]",70.14328894798864,120.38286957326672,102.0193527660965,"[90.77546681556221, 0.34036703463124984]",real,1353mosC,454,225,509
1980,35,440.8511705685619,1.2709030100334449,936.5267558528427,430,0,931,452,5,943,598,4.1641759872436515,6.446000927980571,170.04437517856124,5,12,18,0,4,"[448, 0, 935]",71.51249868226661,10.401071644494467,24.96257278463872,"[0.3220470325343125, 0.028792577644691193]",real,1353mosC,441,2,937
1981,36,444.4824915824916,59.83468013468013,1202.4973063973066,431,52,1196,461,69,1210,2970,6.761049747467041,2.507900199909177,231.87869342531081,17,14,7,8,8,"[438, 60, 1204]",71.05599973926843,35.137902929029266,28.937095770741333,"[2.6920650845272975, 0.07557453974926309]",real,1353mosC,446,60,1203
1982,37,447.15934684684686,848.2911036036037,870.4527027027028,435,841,866,460,856,876,1776,4.653791427612305,2.225375637042426,193.23224452109227,15,10,9,6,5,"[444, 847, 871]",70.71368834221829,30.85466989980197,20.5697792079798,"[1.0354094637596931, 0.05374801721948357]",real,1353mosC,447,848,871
1983,38,460.2562520298798,680.4902565768108,366.5436830139656,441,669,357,482,692,378,6158,8.591963768005371,2.0187678792642982,316.9008810145914,23,21,5,9,8,"[446, 678, 365]",69.23096074909154,46.31848939188339,42.29079361246794,"[5.021286943659643, 0.07202235770180801]",real,1353mosC,461,680,367
1984,39,443.5,219.75,507.25,443,219,507,445,221,509,4,-1.2948487997055054,inf,15.458579561687383,2,2,1,1,0,"[444, 220, 507]",71.17011550119156,4.1405095866065285,4.1405095866065285,"[-0.013578799176417355, 0.0]",real,1353mosC,444,220,508
1985,40,446.66666666666674,219.0,503.66666666666674,446,219,503,448,220,505,3,0.35879459977149963,inf,15.458579561687383,1,2,1,0,1,"[447, 219, 504]",70.82778616025205,2.0602968344317456,4.120593672350172,"[1.1920007298308462e-05, 0.000457887448516788]",real,1353mosC,447,219,504
1986,41,465.2807794508415,484.9774136403897,442.4495128432241,455,477,436,477,493,450,2258,6.772840976715088,1.7345495527365733,170.04437517856124,16,14,7,8,6,"[462, 485, 442]",68.66094980309752,31.956260190378963,27.96172719337989,"[1.7930468422458057, 0.055706912987013156]",real,1353mosC,466,485,443
1987,42,469.11945812807886,41.77709359605911,824.1668719211823,458,35,818,480,50,831,1624,6.606844425201416,1.574622655089689,170.04437517856124,15,13,11,8,7,"[469, 43, 825]",68.20504854332951,29.76006919791768,25.79205956414361,"[1.219995883526618, 0.04834930126824294]",real,1353mosC,469,42,824
1988,43,460.0,229.0,513.5,460,229,513,461,230,515,2,-0.2724696397781372,inf,7.7292897808436924,1,2,0,0,1,"[460, 229, 514]",69.23096074909154,2.013847064954122,4.0276941333163165,"[-0.0021153185442061686, -0.0004614459419222996]",real,1353mosC,460,229,514
1989,44,478.57560614473437,614.129927817879,977.3697945585783,465,604,970,496,627,987,5403,12.290163040161133,1.5472019340471783,239.60798320615444,23,17,25,7,5,"[490, 611, 975]",67.17961990951135,44.946054170861565,33.220994312250255,"[5.015958951169203, 0.10081727536850962]",real,1353mosC,480,615,978
1990,45,479.0846153846154,747.0218934911243,977.5674556213015,467,740,973,494,756,984,1690,4.368776321411134,2.8746737511686744,208.6908240827797,16,11,22,5,4,"[489, 745, 977]",67.06571322991158,31.213803304126586,21.459488954470142,"[1.0098204176100443, 0.027161520869627743]",real,1353mosC,480,748,978
1991,46,479.7082268778743,808.9202861522739,1128.2038834951456,470,801,1122,490,818,1135,1957,3.526384830474853,2.3446234540192106,154.58579561687384,17,13,14,8,7,"[484, 809, 1129]",67.06571322991158,33.1646663193231,25.36121456227341,"[1.1122052336892128, 0.028774761674479284]",real,1353mosC,480,809,1128
1992,47,492.246948738812,164.03783563873068,576.1084892866829,477,149,565,510,179,589,7374,21.12226104736328,2.0458379301159018,255.06656276784184,30,24,7,10,12,"[484, 159, 577]",65.58546907007684,57.23413475071639,45.787303616288405,"[14.096695071676441, 0.184433459697125]",real,1353mosC,493,164,577
1993,48,496.5394336175396,429.6408343483557,815.0937880633372,481,413,803,514,444,825,6568,16.431657791137695,1.7251233238886594,255.06656276784184,31,22,7,14,11,"[488, 427, 814]",65.1302119907414,58.73141049824878,41.68035022981695,"[10.437247992550375, 0.1851721536660515]",real,1353mosC,497,428,814
1994,49,493.1606145251397,463.20391061452517,601.2695530726257,483,455,598,502,471,606,716,6.535782337188722,4.3412157696235365,146.85650583603015,16,8,17,9,3,"[500, 464, 601]",65.47164586254215,30.47189059102352,15.235944470421135,"[1.4273613461642043, 0.06660489585869452]",real,1353mosC,492,463,602
1995,50,498.44066193853433,438.8874704491726,61.617966903073295,489,431,56,509,448,69,2115,5.050403594970703,2.018674741736057,154.58579561687384,17,13,5,9,3,"[494, 440, 59]",64.90261919719866,32.09499467404718,24.54323039063057,"[1.849154044125339, 0.040873226791114055]",real,1353mosC,499,439,62
1996,51,506.5197411003237,997.052427184466,669.6,490,991,660,524,1000,680,1545,5.244650363922119,5.62460746285041,262.7958525486855,9,20,16,8,11,"[506, 999, 671]",63.99248624322008,16.75319451039643,37.229324483921616,"[1.346124668764023, 0.04247297574836042]",real,1353mosC,507,995,670
1997,52,517.715166461159,458.3498766954377,794.8172009864364,496,450,790,542,466,800,3244,4.039140701293944,2.5880164809676875,355.5473299188098,16,10,8,8,6,"[504, 458, 796]",62.74167543986425,29.201304538990804,18.250814533827928,"[0.7499169678778704, 0.04348144351755819]",real,1353mosC,519,458,795
1998,53,510.04447852760734,240.74948875255626,311.53936605316966,500,233,306,521,251,319,1956,6.39214563369751,2.2777632835324155,162.31508539771752,18,13,8,9,5,"[508, 242, 311]",63.537562645990384,33.26819385125258,24.027027842151746,"[1.7397727685238524, 0.053180870405774044]",real,1353mosC,510,242,312
1999,54,513.3432601880878,161.57680250783702,576.3840125391848,507,156,572,521,169,581,638,2.146136522293091,2.7876757648721524,108.21005693181169,13,9,8,1,5,"[515, 157, 577]",63.1964324334317,23.898027849492074,16.544788100533907,"[-0.5650335773553951, 0.002692024909483941]",real,1353mosC,514,162,576
2000,55,537.1576292559901,574.8650693568726,415.5863808322825,528,568,410,549,582,422,1586,6.2748613357543945,1.7702886124661072,162.31508539771752,14,12,5,7,5,"[533, 575, 415]",60.46931728995133,24.625737897311613,21.107775030970007,"[1.2647897459713773, 0.058768390849017846]",real,1353mosC,538,575,416
2001,56,552.9244644870349,581.7677564825252,424.3167981961668,546,576,420,562,588,430,887,4.006527900695802,1.4999251428717977,123.66863649349906,12,10,10,7,5,"[556, 583, 425]",58.76660766892153,20.51341721059921,17.094514130017266,"[0.6086540700672876, 0.02772862725009243]",real,1353mosC,554,582,425
2002,57,581.0170454545455,413.0511363636364,1570.0530303030305,573,407,1565,599,424,1576,1056,4.3143181800842285,1.5699508430621292,200.96153430193598,17,11,10,6,6,"[583, 413, 1571]",55.47848515988003,27.434666085207986,17.75184191984699,"[1.0630778551127826, 0.04596073174000708]",real,1353mosC,586,415,1570
2003,58,581.0,421.0,1574.0,581,421,1574,582,422,1575,1,1.9177348613739011,,7.7292897808436924,1,1,0,0,0,"[581, 421, 1574]",55.47848515988003,1.6138037562737606,1.6138037562737606,"[0.0037691080913224064, 0.0037691080913224064]",real,1353mosC,581,421,1574
2004,59,635.8235294117648,560.8235294117649,1466.0588235294117,630,560,1466,644,562,1468,17,0.6198077201843262,,108.21005693181169,2,2,11,1,0,"[641, 561, 1466]",49.369027408866295,2.8721736620538287,2.8721736620538287,"[-0.04304816581957629, 0.0]",real,1353mosC,637,561,1467
2005,60,633.0,567.5,1465.0,633,567,1465,634,569,1466,2,0.05918950214982033,inf,7.7292897808436924,2,1,0,0,0,"[633, 567, 1465]",49.59499674691478,2.885320025578463,1.442660011568511,"[0.0001339551016329765, 0.00014320486429759348]",real,1353mosC,633,568,1465
2006,61,639.3461538461537,567.4807692307693,1465.3846153846155,635,564,1464,646,570,1467,52,0.6903836727142334,18.25145986224952,85.02218758928062,6,3,10,5,2,"[645, 569, 1466]",48.91715944296098,8.537655223328915,4.268827579155474,"[-0.1322496855927293, 0.0]",real,1353mosC,640,567,1465
2007,62,638.0,564.125,1472.125,638,563,1471,639,566,1474,8,0.9759275913238524,1.6,7.7292897808436924,3,3,0,0,2,"[638, 563, 1473]",49.03011759681591,4.2786850379277634,4.2786850379277634,"[0.009155929753351666, 0.0022318982679800318]",real,1353mosC,638,564,1472
2008,63,647.2736916548797,564.4144271570015,1470.9179632248938,640,553,1463,652,578,1478,1414,3.910530805587769,2.5132416214401503,92.75147737012428,25,15,8,17,9,"[648, 570, 1472]",48.01370624867111,34.91655950538019,20.949933339629464,"[2.006994551784784, 0.09483574713890668]",real,1353mosC,646,565,1470
2305,1,70.28636047320808,563.1200417536535,888.5706332637441,54,555,882,88,573,896,2874,6.08917760848999,1.533120859126384,262.7958525486855,18,14,4,9,9,"[58, 564, 891]",179.35281643907277,93.9089259420897,73.04027309577721,"[1.8088159236491337, 0.052048235511084194]",real,1353mosD,71,564,889
2306,2,207.77101769911502,390.7876106194689,1562.9646017699115,201,384,1558,217,399,1569,904,4.225968360900879,2.3313920794956204,123.66863649349906,15,11,5,8,5,"[206, 392, 1563]",162.99216774352146,71.11875578659348,52.15375271364804,"[0.7662803584318978, 0.0325159912214372]",real,1353mosD,209,391,1563
2307,3,240.6650210716436,154.01468994581575,1157.7695364238411,213,141,1143,266,166,1168,8305,9.223742485046387,2.896664118877254,409.6523583847156,25,25,6,11,18,"[219, 152, 1161]",159.06919586190108,115.6784067869947,115.6784067869947,"[7.529669860119409, 0.08877234278466868]",real,1353mosD,239,153,1155
2308,4,249.26103404791928,865.3348045397224,1103.656683480454,226,856,1098,273,877,1111,3172,4.50255298614502,2.261601862841399,363.27661969965345,21,13,8,12,4,"[234, 868, 1102]",158.00049572336633,96.5170247964844,59.74862981399981,"[1.88943405066216, 0.047065795210614596]",real,1353mosD,249,866,1104
2309,5,248.33726578764742,250.13115891741845,854.3164469118667,233,244,850,265,258,860,1441,4.287962913513184,1.626768264055956,247.33727298699813,14,10,26,6,4,"[259, 250, 854]",158.11921478707671,64.39302632117418,45.9950175554267,"[0.8154474633408632, 0.054679976162133145]",real,1353mosD,249,251,855
2310,6,248.9041863207547,521.6252948113207,736.9301297169812,236,512,729,263,532,749,3392,7.170614719390869,2.5682083904953856,208.6908240827797,20,20,17,10,9,"[253, 522, 738]",158.11921478707671,91.99004289467906,91.99004289467906,"[2.3950468375167806, 0.05685351304736072]",real,1353mosD,249,522,739
2311,7,269.69131390874105,19.325728422210005,1242.6338647608575,257,8,1236,283,32,1250,3638,8.33591365814209,2.581773142061316,200.96153430193598,24,14,5,8,7,"[262, 16, 1243]",155.62744671273148,108.6484743449778,63.37826990833949,"[3.5466983506604945, 0.07701228706368114]",real,1353mosD,270,20,1243
2312,8,272.6444017299376,135.14031715521386,876.7188851513695,260,125,873,288,145,883,2081,5.514204502105713,2.674314219133934,216.42011386362338,20,10,23,13,4,"[283, 138, 877]",155.2717080926651,90.33343042468584,45.166711390517996,"[1.4284578994665522, 0.04775606343434134]",real,1353mosD,274,135,878
2313,9,270.02708333333334,19.016666666666666,383.81354166666665,261,13,380,280,26,389,960,4.853745937347412,2.2684343962590705,146.85650583603015,13,9,3,6,4,"[264, 19, 384]",155.50886083622214,58.806406374623535,40.712126479621276,"[0.7451649449465857, 0.04463086591329998]",real,1353mosD,270,19,384
2314,10,540.6864216054014,138.31132783195798,902.5446361590398,528,130,896,555,147,911,2666,3.6649227142333984,1.6179944359773633,208.6908240827797,17,15,20,6,7,"[548, 136, 903]",123.72084649555784,61.18119666755955,53.98340784984087,"[-0.03162944152067651, 0.006530108104023905]",real,1353mosD,541,138,903
2315,11,641.938689217759,680.1568710359408,135.04270613107823,632,670,129,652,691,141,2365,6.052082061767577,3.2691032461558334,154.58579561687384,21,12,9,9,7,"[641, 679, 136]",111.9464876628882,68.38422801252281,39.0766984479941,"[1.8945077064685305, 0.04305162775500725]",real,1353mosD,642,680,135
2614,1,76.56593617839293,170.18646674356017,836.2195309496348,53,162,831,100,178,843,2601,4.42803955078125,1.5689756985125698,363.27661969965345,16,12,37,8,4,"[90, 170, 835]",245.77064631808776,114.38686390767201,85.7901452206468,"[1.576991773893149, 0.06074038770735387]",real,1353mosE,76,170,837
2615,2,112.15,548.6666666666666,1568.2333333333331,110,544,1566,114,553,1571,60,5.876105785369872,4.329467738462917,30.917159123374766,9,5,2,7,3,"[112, 551, 1569]",241.33062252380714,63.180212206315964,35.10011733799216,"[0.31037342605760027, 0.018014711089010028]",real,1353mosE,112,548,1568
2616,3,128.54197662061637,398.6663124335813,1484.0207226354944,118,387,1479,142,408,1495,1882,3.911351203918457,2.3798861500439514,185.50295474024855,21,16,9,15,4,"[127, 402, 1483]",239.360072081424,146.21676917279794,111.4032468900798,"[1.1927506620584765, 0.03934544094902041]",real,1353mosE,130,397,1487
2617,4,283.7631352282515,451.7726098191215,614.2540913006029,275,446,611,294,459,619,1161,3.082525968551636,2.7960845277852697,146.85650583603015,13,8,10,6,0,"[285, 452, 611]",220.3588566674564,83.32973699216683,51.27983663034334,"[0.09881519811246896, 0.01378311036856606]",real,1353mosE,284,452,615
2618,5,363.5492842535787,749.2014996591682,967.7060668029993,337,740,957,393,760,979,7335,5.831040859222412,1.8085795810448853,432.8402277272467,20,22,47,9,15,"[384, 749, 972]",210.61411896621144,122.5303443608444,134.78338199028022,"[5.756480346363715, 0.08907004428514387]",real,1353mosE,365,750,968
2619,6,359.2498718605844,537.4718093285495,1181.3426447975398,339,526,1175,384,550,1188,3902,4.989088535308838,2.7066566133264827,347.81804013796614,24,13,39,9,8,"[378, 535, 1183]",211.10035408011882,147.37587674252583,79.82859073822513,"[2.3922992870256263, 0.05895291583894231]",real,1353mosE,361,538,1181
2620,7,357.6479012345679,972.3503703703703,661.4264197530864,340,962,654,381,982,669,4050,5.451467514038086,4.419124354302758,316.9008810145914,20,15,7,11,7,"[347, 973, 661]",211.3435111015031,122.95468756228816,92.21601111999708,"[2.704463248532636, 0.07056328505792822]",real,1353mosE,360,972,661
2621,8,370.0412789310427,483.591028394178,970.3841565258888,343,475,962,403,491,981,4191,5.599796772003174,1.3482977927422373,463.7573868506215,16,19,53,10,11,"[396, 485, 973]",209.76346065794155,97.62835711481951,115.93367750729206,"[2.788681494741029, 0.0641264540385944]",real,1353mosE,373,483,971
2622,9,365.3998444185142,867.4165694282381,878.0544535200311,351,856,872,381,877,885,2571,6.6164093017578125,2.8970351603855913,231.87869342531081,21,13,16,16,6,"[367, 872, 878]",210.3710408651497,128.50837508252908,79.55279751934853,"[1.5590523299741212, 0.04592009641534175]",real,1353mosE,366,866,878
2623,10,352.0,974.5,653.0,352,974,653,353,976,654,2,-5.443933010101318,inf,7.7292897808436924,2,1,0,1,0,"[352, 975, 653]",211.9515187938134,12.33083983750041,6.165419913533275,"[-0.011552710940982295, -0.00567804190645677]",real,1353mosE,352,975,653
2624,11,367.1783536585366,621.172256097561,1385.4550304878048,358,617,1381,378,628,1391,1312,4.131585597991943,1.5749138597655012,154.58579561687384,11,10,7,6,3,"[365, 623, 1384]",210.12798906232356,67.23613368353496,61.12375753207952,"[0.918625691283194, 0.0428193463018664]",real,1353mosE,368,622,1386
2625,12,374.6028159790439,322.15324165029466,985.3474132285527,361,313,980,389,332,992,3054,5.372406482696533,2.8349109890796904,216.42011386362338,19,12,20,9,7,"[381, 322, 987]",209.27751478943557,115.66510121936912,73.05163840422547,"[2.160838021882844, 0.06049699301062108]",real,1353mosE,375,322,986
2626,13,376.90625,466.00607638888886,103.28645833333331,361,458,98,391,474,112,2304,5.416049003601074,2.066569395562787,231.87869342531081,16,14,4,9,3,"[365, 467, 101]",209.03458127587325,97.28912121366209,85.12797962131712,"[2.0693990572533254, 0.0770696866769141]",real,1353mosE,376,466,105
2627,14,373.31071983428274,8.602796478508544,92.68772656654585,364,0,87,383,19,100,1931,3.6394076347351074,2.469904353075201,146.85650583603015,19,13,10,9,7,"[374, 9, 94]",209.39899140058938,115.73223984407534,79.18521244720675,"[1.529120490922574, 0.030140702269080125]",real,1353mosE,373,9,93
2628,15,385.358698895852,202.07072515666962,231.57863324380784,365,196,224,407,210,240,3351,5.906285762786865,1.5273878773644858,324.63017079543505,14,16,4,7,5,"[369, 203, 229]",207.9417055536672,84.68291306036468,96.78047370682279,"[3.163470148322993, 0.09802747709218432]",real,1353mosE,386,203,232
2629,16,367.0,753.0,962.0,367,753,962,368,754,963,1,5.639050006866455,,7.7292897808436924,1,1,0,0,0,"[367, 753, 962]",210.12798906232356,6.112375582530465,6.112375582530465,"[0.005693987177843308, 0.005693987177843308]",real,1353mosE,367,753,962
2630,17,367.0,859.5,882.5,367,859,882,368,861,884,4,-1.6337134838104248,1.0,7.7292897808436924,2,2,0,1,1,"[367, 860, 883]",210.12798906232356,12.224751175405022,12.224751175405022,"[-0.009572592821606515, -0.0014018296889451505]",real,1353mosE,367,860,883
2631,18,367.0,866.0,868.5,367,865,868,368,868,870,4,-1.7467802762985232,6.854101966249684,7.7292897808436924,3,2,0,2,1,"[367, 867, 869]",210.12798906232356,18.33712678896775,12.224751175405022,"[-0.0146982250225922, 0.0]",real,1353mosE,367,866,869
2632,19,367.0,866.5,871.0,367,866,871,368,868,872,2,-6.836320877075195,inf,7.7292897808436924,2,1,0,0,0,"[367, 866, 871]",210.12798906232356,12.224751175405022,6.112375582530465,"[-0.01360615135254389, -0.006428479763294365]",real,1353mosE,367,867,871
2633,20,379.33333333333326,865.0,869.3333333333335,379,865,869,381,866,871,3,1.4081735610961914,,15.458579561687383,1,2,0,0,0,"[379, 865, 869]",208.6702302694032,6.069971097098384,12.139942204469097,"[0.0054074882810583695, 0.0037673582071945213]",real,1353mosE,380,865,870
2634,21,388.7998638529612,634.4914908100749,1154.4009530292715,381,627,1150,397,644,1160,1469,4.8674163818359375,3.5086189077787995,123.66863649349906,17,10,3,8,3,"[384, 635, 1153]",207.5775318156452,102.64916671286736,60.381859553435326,"[1.1480136066431854, 0.03328634881217612]",real,1353mosE,389,635,1155
2635,22,384.0,740.0,969.0,384,740,969,385,741,970,1,5.442721366882324,,7.7292897808436924,1,1,0,0,0,"[384, 740, 969]",208.06310992676632,6.052310681774605,6.052310681774605,"[0.005499297869762736, 0.005499297869762736]",real,1353mosE,384,740,969
2636,23,407.53331291162505,271.0927400827079,619.0944248736407,385,256,607,434,289,632,13058,7.801932334899902,3.0158778577092966,378.7351992613409,33,25,13,20,13,"[398, 276, 620]",205.27246907011374,197.04748998629702,149.27838196830137,"[10.617864268732127, 0.07681127025675068]",real,1353mosE,409,272,619
2637,24,420.33044164037847,469.0402208201893,36.46214511041009,401,463,31,433,475,43,1268,4.997459888458252,2.1414952560564418,247.33727298699813,12,12,1,6,10,"[402, 469, 41]",203.69668395521492,71.10356081688012,71.10356081688012,"[1.348383606269701, 0.053015984610650456]",real,1353mosE,417,469,37
2638,25,592.2872340425532,624.9042553191489,1544.414893617021,591,621,1542,595,631,1548,94,7.781067848205566,3.558740330674036,30.917159123374766,10,6,2,3,2,"[593, 624, 1544]",182.9515254113797,53.21844428850694,31.931065996703587,"[0.4653555857412875, 0.01882857531446005]",real,1353mosE,593,626,1545
2939,1,13.388296152602653,512.2185580342708,1498.0087293889428,6,500,1490,22,525,1511,3093,6.014608383178711,2.675480885904435,123.66863649349906,25,21,7,14,8,"[13, 514, 1498]",322.99015156371337,234.88511360312458,197.3034851870084,"[3.8662990703997844, 0.06575015264645753]",real,1353mosF,14,512,1500
2940,2,249.86735395189004,947.2886597938144,509.95807560137456,240,941,506,261,955,515,1455,4.1517486572265625,2.6320733851403197,162.31508539771752,14,9,15,7,1,"[255, 948, 507]",293.04859006463226,119.34214066788513,76.71994508371469,"[0.5183817822438457, 0.03398618329498586]",real,1353mosF,250,948,510
2941,3,442.3565629228688,697.9560216508796,414.7943166441137,432,692,409,458,705,421,1478,5.21405839920044,1.7542184957538147,200.96153430193598,13,12,2,6,8,"[434, 698, 417]",268.85031341031606,101.66700919378964,93.84646936329416,"[1.0249407177362697, 0.02520939003299198]",real,1353mosF,445,698,415
2942,4,465.8308227114716,704.8731170336039,973.2479721900348,453,698,968,481,712,980,1726,3.8960578441619873,2.0680675405703624,216.42011386362338,14,12,4,9,6,"[457, 707, 974]",265.983637674126,108.32011406593136,92.84581069476481,"[0.954451192257301, 0.04863408972120342]",real,1353mosF,467,705,974
2943,5,627.8180515759312,684.9899713467049,1286.0300859598856,618,680,1283,636,692,1290,698,2.433584451675415,4.463664676205397,139.12721605518644,12,7,2,9,5,"[620, 689, 1288]",245.8941055633696,85.83324062988396,50.06938902582036,"[0.09949976877787978, 0.010033473220491241]",real,1353mosF,627,686,1286
3244,1,202.59964881474977,202.63447468539653,44.22885572139303,184,194,38,219,212,52,3417,7.270652770996094,2.0842537855300054,270.5251423295292,18,14,29,7,5,"[213, 201, 43]",369.81698726337004,193.6357441079841,150.60557331336966,"[2.9594651703739743, 0.05810983751971454]",real,1353mosG,201,203,45
3245,2,190.42857142857144,386.1428571428572,471.57142857142856,190,383,470,192,389,475,14,2.7076199054718018,19.28147006790395,15.458579561687383,6,5,0,4,3,"[190, 387, 473]",371.381246107254,64.81825747407039,54.01521439413854,"[0.012870047926227795, 0.005347068551273858]",real,1353mosG,191,386,472
3246,3,267.0,629.0,1069.0,267,629,1069,268,630,1070,1,1.2351726293563845,,7.7292897808436924,1,1,0,0,0,"[267, 629, 1069]",361.362158756174,10.511599361361684,10.511599361361684,"[0.001097297779574871, 0.001097297779574871]",real,1353mosG,267,629,1069
3247,4,282.4559204840104,632.2445980985308,1068.4325842696628,270,625,1063,296,642,1075,2314,3.834054708480835,1.8555340596602936,200.96153430193598,17,12,20,7,5,"[290, 632, 1068]",359.4154065235495,177.7345151987598,125.45965265634668,"[1.207455844202099, 0.026259119103469633]",real,1353mosG,283,633,1069
3248,5,280.3676767676768,83.30707070707071,1202.0707070707072,276,78,1198,284,90,1207,495,4.77252721786499,1.8460138289498609,61.83431824674953,12,9,5,5,4,"[281, 83, 1202]",359.6748791830941,125.55022570677643,94.16266760687279,"[0.31670663365120305, 0.023673790786126084]",real,1353mosG,280,84,1202
3249,6,343.09785647716683,731.4405094749923,1263.2398260329296,326,723,1253,360,740,1270,3219,4.707163333892822,1.6092678749799263,262.7958525486855,17,17,6,11,10,"[332, 734, 1263]",351.5153998287435,173.82788283274766,173.82788283274766,"[1.9018570775060926, 0.051537350842344926]",real,1353mosG,343,731,1261
