,file,mass
0,g2_model290.fits,550928251.2871239
0,g2_model373.fits,
0,g1_model621.fits,781909059.1876327
0,g2_model932.fits,4463045441.608241
0,g2_model207.fits,256447978.8319316
0,g1_model466.fits,689208103.485368
0,g2_model383.fits,410351562.09136957
0,g2_model324.fits,
0,g2_model595.fits,775935777.4940709
0,g1_model57.fits,237700450.54426777
0,g2_model202.fits,324888356.7816816
0,g1_model751.fits,1600178036.810381
0,g2_model442.fits,
0,g1_model862.fits,2885510126.5092254
0,g1_model668.fits,1061114947.273105
0,g2_model940.fits,6237161281.853101
0,g1_model189.fits,259014319.66240934
0,g1_model486.fits,579214901.5074013
0,g1_model924.fits,
0,g1_model702.fits,1025397576.8539864
0,g1_model226.fits,411712347.1026928
0,g2_model725.fits,1079792027.0878286
0,g1_model195.fits,309256546.5182234
0,g2_model286.fits,960375547.3822181
0,g1_model118.fits,264476906.19853392
0,g2_model122.fits,306572247.0424003
0,g2_model451.fits,565053180.5363761
0,g1_model21.fits,199694924.96582073
0,g2_model239.fits,331170070.8116877
0,g2_model402.fits,
0,g2_model817.fits,
0,g2_model307.fits,
0,g2_model35.fits,291748019.9427527
0,g2_model852.fits,
0,g1_model901.fits,3784298492.011077
0,g2_model891.fits,2652305285.044187
0,g1_model722.fits,1187123514.0772772
0,g2_model526.fits,936476886.6055716
0,g2_model470.fits,519286409.5918817
0,g2_model57.fits,329460184.4711599
0,g1_model700.fits,1166276178.197532
0,g1_model863.fits,2650924071.2915554
0,g2_model392.fits,468951656.47706467
0,g1_model15.fits,
0,g1_model236.fits,445897277.69463086
0,g2_model557.fits,756319810.7120073
0,g1_model635.fits,850893680.6009357
0,g2_model427.fits,714575625.5729932
0,g1_model508.fits,652045046.3741125
0,g1_model181.fits,350552715.89749783
0,g1_model810.fits,2020305312.1665037
0,g2_model862.fits,2280606009.3318057
0,g1_model636.fits,847770396.6795049
0,g2_model653.fits,1023230080.832349
0,g1_model817.fits,2361110746.9726787
0,g1_model75.fits,217014060.72257724
0,g2_model608.fits,822713815.2675014
0,g1_model186.fits,
0,g1_model574.fits,1739137361.1039348
0,g2_model877.fits,3082470680.9771833
0,g2_model909.fits,
0,g1_model547.fits,737928595.2928153
0,g1_model524.fits,783592797.6900734
0,g1_model979.fits,
0,g1_model159.fits,319899779.7238383
0,g2_model884.fits,3527094890.3354316
0,g2_model21.fits,215643997.21202675
0,g2_model238.fits,388883163.28975445
0,g1_model258.fits,
0,g2_model624.fits,
0,g2_model47.fits,267569009.99851325
0,g1_model250.fits,505728212.9096205
0,g1_model239.fits,440823312.5705853
0,g2_model223.fits,
0,g1_model478.fits,826698432.6693895
0,g1_model219.fits,333444257.88787526
0,g1_model1001.fits,11810487452.718414
0,g2_model285.fits,
0,g1_model608.fits,1355260626.170408
0,g2_model886.fits,3243031279.720081
0,g2_model588.fits,
0,g2_model186.fits,329956513.4783527
0,g2_model309.fits,410570775.01038706
0,g1_model416.fits,613014789.805712
0,g1_model906.fits,3804245779.3138866
0,g1_model588.fits,1547352041.2074232
0,g1_model366.fits,486746338.0192149
0,g2_model88.fits,
0,g1_model710.fits,1275981690.7213237
0,g2_model663.fits,1012570400.5475937
0,g2_model874.fits,2938436343.6056075
0,g2_model117.fits,267271441.71476802
0,g1_model570.fits,802197346.0505
0,g1_model797.fits,1581574609.9063673
0,g2_model609.fits,
0,g1_model1003.fits,
0,g2_model170.fits,398277187.77927506
0,g1_model152.fits,230886212.62060896
0,g2_model640.fits,1145264682.212541
0,g1_model339.fits,366767045.3750499
0,g2_model553.fits,663036852.6545284
0,g1_model338.fits,456600242.47219807
0,g1_model332.fits,
0,g1_model763.fits,1436030764.3885093
0,g1_model301.fits,381595122.2721339
0,g1_model604.fits,1571992153.3815832
0,g1_model735.fits,1319081842.026461
0,g1_model171.fits,300455963.1678398
0,g1_model287.fits,493575846.2596658
0,g1_model556.fits,662630719.2891133
0,g1_model443.fits,646008564.1658912
0,g1_model394.fits,505151226.2830277
0,g2_model770.fits,
0,g2_model900.fits,
0,g1_model110.fits,369925101.7780697
0,g2_model633.fits,1015223008.7366626
0,g1_model737.fits,
0,g2_model769.fits,
0,g1_model934.fits,4426817045.609754
0,g1_model685.fits,1509057884.6451075
0,g2_model960.fits,6327995804.035767
0,g2_model10.fits,
0,g1_model204.fits,419511009.6036002
0,g1_model344.fits,
0,g2_model544.fits,870344450.4977643
0,g1_model131.fits,288789834.9726501
0,g1_model370.fits,1105863307.5985007
0,g1_model401.fits,623179570.8700285
0,g1_model596.fits,
0,g1_model760.fits,
0,g1_model855.fits,2133570921.9209044
0,g1_model316.fits,492484010.09153765
0,g2_model40.fits,298287591.2781482
0,g1_model312.fits,376067477.65947914
0,g2_model536.fits,698601898.2864224
0,g2_model926.fits,4534736397.4473295
0,g1_model746.fits,
0,g2_model315.fits,495956058.5901911
0,g1_model675.fits,1135692921.864831
0,g2_model387.fits,459006243.04827124
0,g2_model130.fits,369522174.39165044
0,g1_model865.fits,3099950636.542368
0,g2_model859.fits,3029512019.403558
0,g1_model557.fits,915492448.4798427
0,g2_model333.fits,379431784.7847437
0,g1_model982.fits,
0,g1_model425.fits,647883287.3105925
0,g2_model580.fits,926439604.8350078
0,g1_model51.fits,230065040.43755886
0,g2_model836.fits,1950080346.2554393
0,g2_model779.fits,1964563878.7923417
0,g2_model517.fits,931119747.1315143
0,g1_model357.fits,489522873.0128028
0,g2_model558.fits,
0,g1_model170.fits,277253106.1449714
0,g2_model98.fits,387946781.6023413
0,g2_model149.fits,320866639.8786616
0,g1_model105.fits,313460844.32014936
0,g1_model351.fits,502888650.8738377
0,g1_model843.fits,
0,g1_model951.fits,4769216568.002537
0,g1_model396.fits,531622080.91929626
0,g2_model798.fits,2027578876.567218
0,g1_model898.fits,2919994979.1780562
0,g2_model1005.fits,13894614528.69921
0,g1_model220.fits,
0,g2_model657.fits,1081296635.6741588
0,g2_model920.fits,3923502476.5754156
0,g2_model797.fits,1800269228.7432446
0,g2_model313.fits,
0,g1_model386.fits,502067024.86088675
0,g1_model885.fits,4431003889.11159
0,g1_model491.fits,
0,g1_model99.fits,243347032.60095277
0,g1_model640.fits,898087835.5236491
0,g1_model400.fits,483339406.1234118
0,g1_model132.fits,339528124.8954762
0,g1_model442.fits,642476101.5211599
0,g2_model520.fits,
0,g2_model987.fits,8256294099.773731
0,g2_model459.fits,
0,g2_model647.fits,1220432568.6332135
0,g2_model214.fits,294321783.2787475
0,g1_model115.fits,422652274.2914982
0,g1_model461.fits,508859094.3750141
0,g2_model173.fits,325768596.88122344
0,g2_model1008.fits,19144856793.232353
0,g1_model623.fits,1108221636.36437
0,g2_model156.fits,231582154.321473
0,g1_model384.fits,1041713226.0042019
0,g2_model767.fits,1566897494.560656
0,g1_model286.fits,
0,g2_model385.fits,392556358.2007178
0,g1_model243.fits,361921090.59407455
0,g2_model354.fits,
0,g1_model714.fits,1330640477.966321
0,g1_model597.fits,723259893.9631317
0,g2_model507.fits,
0,g2_model23.fits,218509582.67685187
0,g1_model567.fits,879318613.1773175
0,g1_model129.fits,259350674.5732899
0,g1_model966.fits,6895479322.645763
0,g2_model860.fits,2271384068.397569
0,g1_model564.fits,1076336612.2838604
0,g2_model992.fits,11602724583.847641
0,g2_model99.fits,314655273.2978133
0,g1_model655.fits,993959833.8883212
0,g2_model999.fits,9433531162.234205
0,g2_model323.fits,408888849.5641995
0,g1_model77.fits,248058105.63486826
0,g1_model616.fits,760788049.9706132
0,g1_model569.fits,796159825.9041047
0,g2_model101.fits,
0,g2_model682.fits,1144104319.1456392
0,g1_model309.fits,545534195.5915717
0,g2_model962.fits,6330703591.880103
0,g2_model292.fits,
0,g2_model467.fits,651664128.2030224
0,g2_model441.fits,645844400.1647841
0,g1_model98.fits,314601931.4204218
0,g1_model975.fits,7709446889.461379
0,g2_model351.fits,523129632.4895899
0,g2_model715.fits,1352618313.3184502
0,g2_model571.fits,
0,g2_model969.fits,6423671358.380868
0,g2_model908.fits,
0,g2_model398.fits,1418325982.980724
0,g2_model277.fits,629716899.1353074
0,g2_model970.fits,5385940572.6523
0,g2_model895.fits,3569798018.418467
0,g2_model458.fits,642933724.43225
0,g2_model405.fits,598657519.1897088
0,g1_model551.fits,1343583458.6922586
0,g1_model315.fits,
0,g2_model654.fits,1005929377.2998848
0,g1_model785.fits,1410222410.1073556
0,g1_model350.fits,406318318.6618382
0,g1_model866.fits,4780471058.847147
0,g2_model358.fits,688776881.5740345
0,g2_model45.fits,305219087.3441444
0,g2_model352.fits,465921732.6828734
0,g2_model838.fits,3687484226.0887146
0,g1_model928.fits,
0,g1_model568.fits,
0,g2_model175.fits,290767190.8867124
0,g2_model546.fits,1279328465.5238822
0,g1_model412.fits,476727214.5160144
0,g2_model196.fits,436697909.5306694
0,g2_model522.fits,950462221.3357214
0,g2_model655.fits,
0,g1_model869.fits,
0,g1_model878.fits,2684020942.572122
0,g2_model995.fits,11005311163.901426
0,g1_model731.fits,1475763052.1633387
0,g1_model824.fits,2124790491.3213172
0,g2_model30.fits,265337993.22372714
0,g2_model320.fits,437994792.7120549
0,g1_model446.fits,921487878.1618282
0,g2_model119.fits,
0,g1_model200.fits,271090163.82746077
0,g1_model787.fits,1798248890.1936867
0,g2_model955.fits,6542461892.475216
0,g2_model705.fits,1309421747.690463
0,g2_model89.fits,349078408.88250345
0,g2_model304.fits,531487293.00649375
0,g2_model610.fits,1067471172.402802
0,g2_model113.fits,284720993.0631686
0,g1_model803.fits,1480304388.2958295
0,g1_model997.fits,9710527749.620682
0,g1_model194.fits,
0,g1_model573.fits,885558553.6815417
0,g1_model744.fits,1327210447.7493823
0,g1_model185.fits,
0,g1_model82.fits,304789115.9346628
0,g1_model945.fits,4386495781.893736
0,g1_model595.fits,891172881.5396223
0,g2_model905.fits,3208045407.2598047
0,g1_model244.fits,336835808.31502235
0,g2_model776.fits,1719554794.8954408
0,g1_model364.fits,
0,g2_model484.fits,593860538.5232911
0,g1_model176.fits,
0,g1_model235.fits,301313665.3261665
0,g1_model62.fits,292333184.56406677
0,g2_model937.fits,4289576589.448374
0,g1_model776.fits,1653158499.5004196
0,g1_model956.fits,6355161515.123716
0,g1_model703.fits,1057195873.4714079
0,g1_model765.fits,1635411987.2730873
0,g1_model989.fits,6627630823.1266165
0,g2_model361.fits,
0,g1_model377.fits,500012808.5509412
0,g1_model340.fits,408006683.544048
0,g1_model419.fits,
0,g2_model855.fits,3375530641.399061
0,g1_model376.fits,523671525.6520983
0,g1_model602.fits,901298817.4733392
0,g1_model913.fits,3440606915.85703
0,g1_model26.fits,
0,g1_model305.fits,561832919.9877553
0,g1_model725.fits,1097201921.6183293
0,g1_model117.fits,319762591.0928214
0,g1_model662.fits,1312985965.2277007
0,g2_model411.fits,432016253.37225956
0,g2_model645.fits,
0,g2_model443.fits,508101870.6093411
0,g2_model760.fits,1582350049.8313067
0,g2_model656.fits,1280127409.0333567
0,g1_model431.fits,618629646.7887844
0,g2_model688.fits,1029738541.4497305
0,g1_model27.fits,270577913.8956282
0,g1_model813.fits,1695568261.7954454
0,g1_model70.fits,214444511.20223776
0,g1_model19.fits,187221684.3402784
0,g1_model820.fits,1764393541.5151463
0,g2_model400.fits,
0,g1_model957.fits,5261161034.110671
0,g2_model755.fits,
0,g1_model73.fits,
0,g1_model205.fits,
0,g2_model611.fits,
0,g1_model889.fits,3858098013.7667
0,g2_model613.fits,953409348.5882909
0,g1_model47.fits,282491701.9092172
0,g1_model260.fits,
0,g2_model681.fits,1312165517.8292177
0,g1_model528.fits,998482414.5214444
0,g2_model942.fits,5107212954.554825
0,g1_model998.fits,10204566658.840725
0,g2_model708.fits,1403960728.8228214
0,g2_model857.fits,
0,g1_model600.fits,862393148.9339933
0,g2_model112.fits,
0,g2_model799.fits,4044177796.2883024
0,g1_model659.fits,1050632062.8224789
0,g1_model625.fits,
0,g1_model740.fits,1258136037.1037545
0,g2_model384.fits,652170231.8165054
0,g2_model61.fits,
0,g2_model148.fits,464040069.1887626
0,g2_model898.fits,3364692509.749668
0,g2_model4.fits,231695157.46875468
0,g1_model903.fits,3887806898.0653577
0,g1_model63.fits,220219493.74802825
0,g2_model614.fits,699582578.2502298
0,g2_model308.fits,402971527.1673405
0,g1_model307.fits,367989485.910164
0,g2_model256.fits,356226943.2403149
0,g2_model203.fits,281211138.2584781
0,g1_model770.fits,2213911920.003786
0,g1_model739.fits,1383928959.6541166
0,g2_model765.fits,1489470687.577289
0,g1_model172.fits,291911161.7167399
0,g2_model182.fits,243888091.08232257
0,g1_model800.fits,2338383199.4936004
0,g2_model723.fits,1661236649.8093772
0,g2_model248.fits,395470105.4778479
0,g1_model644.fits,1020641792.8346177
0,g2_model672.fits,1047981514.7678572
0,g1_model876.fits,3333372023.612819
0,g2_model790.fits,1857559789.2876723
0,g2_model366.fits,532818848.7045031
0,g2_model808.fits,2342729629.994277
0,g2_model124.fits,353517508.00254774
0,g2_model350.fits,405117723.43389803
0,g2_model222.fits,360765881.6844947
0,g1_model663.fits,1087527865.475592
0,g1_model320.fits,534105738.8130035
0,g2_model667.fits,1097181564.94851
0,g2_model440.fits,507470865.1885475
0,g1_model752.fits,
0,g1_model828.fits,2419723322.465497
0,g2_model616.fits,
0,g1_model437.fits,768736144.5810196
0,g2_model82.fits,259955331.8012754
0,g1_model318.fits,370441860.4531197
0,g1_model268.fits,331040341.5840814
0,g1_model405.fits,747143150.7653992
0,g2_model573.fits,757735969.5585334
0,g2_model514.fits,702408892.7064698
0,g1_model960.fits,5114051601.58774
0,g1_model952.fits,
0,g1_model285.fits,373749750.30424637
0,g2_model109.fits,257688558.3401389
0,g1_model984.fits,6590687730.760837
0,g2_model677.fits,1342184166.733924
0,g1_model480.fits,696894420.9476511
0,g2_model936.fits,5968545685.685523
0,g1_model633.fits,
0,g2_model993.fits,8428671411.820852
0,g1_model348.fits,683636255.318198
0,g2_model487.fits,
0,g2_model893.fits,3227623827.621436
0,g2_model823.fits,2506554782.775072
0,g2_model581.fits,
0,g2_model48.fits,233901095.20661664
0,g1_model856.fits,2796033481.560836
0,g2_model525.fits,734297718.6400841
0,g2_model695.fits,
0,g1_model245.fits,573985234.2709079
0,g2_model452.fits,898381726.3496219
0,g1_model653.fits,1160311931.8362598
0,g1_model506.fits,851234933.6559854
0,g2_model736.fits,1497038685.413518
0,g1_model162.fits,326997576.5011861
0,g2_model946.fits,4182291365.7536035
0,g2_model724.fits,1405315112.6583955
0,g2_model583.fits,
0,g1_model683.fits,1642381153.9969845
0,g2_model750.fits,2136673657.6961923
0,g2_model300.fits,425240375.5232323
0,g2_model515.fits,
0,g2_model918.fits,5358482187.761556
0,g2_model437.fits,605113143.4281595
0,g1_model844.fits,1987428803.9452844
0,g1_model814.fits,2017099241.9448478
0,g1_model639.fits,
0,g2_model86.fits,
0,g2_model424.fits,
0,g1_model717.fits,2327349772.2386565
0,g2_model885.fits,3448704307.003278
0,g1_model605.fits,
0,g1_model745.fits,1622642208.8791964
0,g1_model962.fits,5334116583.111129
